2995
New structure
Co    9.162477    1.699716   32.601295
Co   14.935085   -3.013598   29.268478
Co   14.935085    1.699716   22.602844
Co   20.707694   -3.013598   19.270027
Co   20.707694    1.699719   12.604393
Co   26.480300   -3.013596    9.271576
Co   26.480300    1.699716    2.605942
Co   32.252910   -3.013600   -0.726875
Co   -2.382738    1.699716   32.601295
Co    3.389871   -3.013598   29.268478
Co    3.389871    1.699716   22.602844
Co    9.162477   -3.013598   19.270027
Co    9.162477    1.699719   12.604393
Co   14.935085   -3.013596    9.271576
Co   14.935085    1.699716    2.605942
Co   20.707694   -3.013598   -0.726875
Co   20.707694    1.699714   -7.392502
Co   26.480304   -3.013603  -10.725319
Co  -13.927955    1.699716   32.601295
Co   -8.155347   -3.013598   29.268478
Co   -8.155347    1.699716   22.602844
Co   -2.382738   -3.013598   19.270027
Co   -2.382738    1.699719   12.604393
Co    3.389871   -3.013596    9.271576
Co    3.389871    1.699716    2.605942
Co    9.162477   -3.013598   -0.726875
Co    9.162477    1.699714   -7.392502
Co   14.935085   -3.013600  -10.725319
Co   14.935085    1.699716  -17.390953
Co   20.707694   -3.013600  -20.723770
Co  -19.700562    1.699716   22.602844
Co  -13.927955   -3.013598   19.270027
Co  -13.927955    1.699719   12.604393
Co   -8.155347   -3.013596    9.271576
Co   -8.155347    1.699716    2.605942
Co   -2.382738   -3.013598   -0.726875
Co   -2.382738    1.699714   -7.392502
Co    3.389871   -3.013600  -10.725319
Co    3.389871    1.699716  -17.390953
Co    9.162477   -3.013598  -20.723770
Co    9.162477    1.699714  -27.389404
Co   14.935088   -3.013603  -30.722221
Co  -25.473168    1.699719   12.604393
Co  -19.700562   -3.013596    9.271576
Co  -19.700562    1.699716    2.605942
Co  -13.927955   -3.013598   -0.726875
Co  -13.927955    1.699714   -7.392502
Co   -8.155347   -3.013600  -10.725319
Co   -8.155347    1.699716  -17.390953
Co   -2.382738   -3.013598  -20.723770
Co   -2.382738    1.699714  -27.389404
Co    3.389871   -3.013600  -30.722221
Co  -31.245778    1.699716    2.605942
Co  -25.473168   -3.013598   -0.726875
Co  -25.473168    1.699714   -7.392502
Co  -19.700562   -3.013600  -10.725319
Co  -19.700562    1.699716  -17.390953
Co  -13.927955   -3.013598  -20.723770
Co  -13.927955    1.699714  -27.389404
Co   -8.155347   -3.013600  -30.722221
Co   12.048782    1.699716   27.602066
Co   17.821389   -3.013598   24.269249
Co   17.821389    1.699714   17.603622
Co   23.593997   -3.013600   14.270798
Co   23.593997    1.699716    7.605164
Co   29.366603   -3.013596    4.272354
Co   29.366603    1.699716   -2.393280
Co    0.503564    1.699719   27.602070
Co    6.276176   -3.013598   24.269249
Co    6.276176    1.699714   17.603622
Co   12.048782   -3.013600   14.270798
Co   12.048782    1.699716    7.605164
Co   17.821389   -3.013598    4.272346
Co   17.821389    1.699714   -2.393280
Co   23.593993   -3.013598   -5.726097
Co   23.593993    1.699719  -12.391731
Co  -11.041650    1.699717   27.602066
Co   -5.269044   -3.013596   24.269253
Co   -5.269044    1.699716   17.603622
Co    0.503567   -3.013600   14.270798
Co    0.503567    1.699716    7.605164
Co    6.276176   -3.013598    4.272346
Co    6.276176    1.699714   -2.393280
Co   12.048782   -3.013600   -5.726097
Co   12.048782    1.699716  -12.391731
Co   17.821387   -3.013596  -15.724548
Co   17.821387    1.699716  -22.390175
Co  -16.814258   -3.013597   24.269253
Co  -16.814258    1.699715   17.603622
Co  -11.041652   -3.013598   14.270805
Co  -11.041652    1.699719    7.605171
Co   -5.269042   -3.013598    4.272346
Co   -5.269042    1.699714   -2.393280
Co    0.503567   -3.013600   -5.726097
Co    0.503567    1.699716  -12.391731
Co    6.276176   -3.013598  -15.724548
Co    6.276176    1.699714  -22.390182
Co   12.048780   -3.013598  -25.722992
Co  -22.586865   -3.013599   14.270805
Co  -22.586865    1.699717    7.605171
Co  -16.814260   -3.013596    4.272354
Co  -16.814260    1.699716   -2.393280
Co  -11.041648   -3.013600   -5.726097
Co  -11.041648    1.699716  -12.391731
Co   -5.269042   -3.013598  -15.724548
Co   -5.269042    1.699714  -22.390182
Co    0.503567   -3.013600  -25.723000
Co  -28.359471   -3.013597    4.272354
Co  -28.359471    1.699715   -2.393280
Co  -22.586865   -3.013598   -5.726097
Co  -22.586865    1.699719  -12.391731
Co  -16.814256   -3.013598  -15.724548
Co  -16.814256    1.699714  -22.390182
Co  -11.041648   -3.013600  -25.723000
Co   17.821389    1.699717   27.602066
Co   23.593997    1.699715   17.603622
Co   29.366603    1.699717    7.605171
Co    6.276174    1.699717   27.602066
Co   12.048782   -3.013597   24.269253
Co   12.048782    1.699715   17.603622
Co   17.821389   -3.013599   14.270805
Co   17.821389    1.699717    7.605171
Co   23.593997   -3.013597    4.272354
Co   23.593997    1.699715   -2.393280
Co   29.366607   -3.013601   -5.726097
Co   -5.269042    1.699719   27.602070
Co    0.503567   -3.013596   24.269253
Co    0.503567    1.699716   17.603622
Co    6.276176   -3.013598   14.270805
Co    6.276176    1.699719    7.605171
Co   12.048782   -3.013596    4.272354
Co   12.048782    1.699716   -2.393280
Co   17.821389   -3.013598   -5.726097
Co   17.821389    1.699719  -12.391731
Co   23.594001   -3.013598  -15.724548
Co  -16.814260    1.699716   27.602066
Co  -11.041652   -3.013598   24.269249
Co  -11.041652    1.699714   17.603622
Co   -5.269044   -3.013600   14.270798
Co   -5.269044    1.699716    7.605164
Co    0.503564   -3.013598    4.272346
Co    0.503564    1.699714   -2.393280
Co    6.276172   -3.013600   -5.726097
Co    6.276172    1.699716  -12.391731
Co   12.048780   -3.013598  -15.724548
Co   12.048780    1.699714  -22.390182
Co   17.821389   -3.013603  -25.723000
Co  -22.586865    1.699714   17.603622
Co  -16.814260   -3.013600   14.270798
Co  -16.814260    1.699716    7.605164
Co  -11.041652   -3.013598    4.272346
Co  -11.041652    1.699714   -2.393280
Co   -5.269044   -3.013600   -5.726097
Co   -5.269044    1.699716  -12.391731
Co    0.503564   -3.013598  -15.724548
Co    0.503564    1.699714  -22.390182
Co    6.276172   -3.013600  -25.723000
Co  -28.359475    1.699716    7.605164
Co  -22.586865   -3.013598    4.272346
Co  -22.586865    1.699714   -2.393280
Co  -16.814260   -3.013600   -5.726097
Co  -16.814260    1.699716  -12.391731
Co  -11.041652   -3.013598  -15.724548
Co  -11.041652    1.699714  -22.390182
Co   -5.269044   -3.013600  -25.723000
Co  -28.359471   -3.013598   -5.726097
Co  -22.586865   -3.013596  -15.724548
Co  -16.814256   -3.013598  -25.722992
Co   14.935086    1.699715   32.601292
Co   20.707694    1.699715   22.602844
Co   26.480300    1.699717   12.604393
Co   32.252906    1.699717    2.605942
Co    3.389869    1.699717   32.601295
Co    9.162479   -3.013599   29.268475
Co    9.162479    1.699715   22.602844
Co   14.935086   -3.013599   19.270027
Co   14.935086    1.699717   12.604393
Co   20.707694   -3.013597    9.271576
Co   20.707694    1.699715    2.605942
Co   26.480300   -3.013597   -0.726875
Co   26.480300    1.699715   -7.392502
Co   -8.155345    1.699717   32.601295
Co   -2.382738   -3.013596   29.268478
Co   -2.382738    1.699719   22.602844
Co    3.389873   -3.013598   19.270027
Co    3.389873    1.699719   12.604393
Co    9.162481   -3.013596    9.271576
Co    9.162481    1.699716    2.605942
Co   14.935088   -3.013598   -0.726875
Co   14.935088    1.699714   -7.392502
Co   20.707694   -3.013598  -10.725319
Co   20.707694    1.699719  -17.390953
Co  -13.927955   -3.013599   29.268475
Co  -13.927955    1.699715   22.602844
Co   -8.155349   -3.013598   19.270027
Co   -8.155349    1.699719   12.604393
Co   -2.382738   -3.013598    9.271576
Co   -2.382738    1.699714    2.605942
Co    3.389871   -3.013600   -0.726875
Co    3.389871    1.699712   -7.392502
Co    9.162477   -3.013603  -10.725319
Co    9.162477    1.699714  -17.390961
Co   14.935083   -3.013598  -20.723770
Co   14.935083    1.699714  -27.389404
Co  -19.700562   -3.013599   19.270027
Co  -19.700562    1.699717   12.604393
Co  -13.927957   -3.013596    9.271576
Co  -13.927957    1.699716    2.605942
Co   -8.155347   -3.013600   -0.726875
Co   -8.155347    1.699712   -7.392502
Co   -2.382738   -3.013603  -10.725319
Co   -2.382738    1.699714  -17.390961
Co    3.389871   -3.013600  -20.723770
Co    3.389871    1.699712  -27.389404
Co    9.162475   -3.013600  -30.722221
Co  -25.473168   -3.013597    9.271576
Co  -25.473168    1.699715    2.605942
Co  -19.700562   -3.013598   -0.726875
Co  -19.700562    1.699714   -7.392502
Co  -13.927955   -3.013603  -10.725319
Co  -13.927955    1.699714  -17.390961
Co   -8.155347   -3.013600  -20.723770
Co   -8.155347    1.699712  -27.389404
Co   -2.382738   -3.013603  -30.722221
Co  -31.245774   -3.013597   -0.726875
Co  -25.473168   -3.013598  -10.725319
Co  -19.700559   -3.013598  -20.723770
Co  -13.927951   -3.013600  -30.722221
Co   14.935086    0.521387   29.268478
Co   20.707694    0.521387   19.270027
Co   26.480300    0.521389    9.271576
Co   32.252906    0.521389   -0.726868
Co    3.389871    0.521387   29.268478
Co    9.162479   -4.191927   25.935661
Co    9.162479    0.521387   19.270027
Co   14.935086   -4.191927   15.937210
Co   14.935086    0.521389    9.271576
Co   20.707694   -4.191925    5.938759
Co   20.707694    0.521387   -0.726875
Co   26.480300   -4.191925   -4.059685
Co   26.480300    0.521392  -10.725327
Co   -8.155347    0.521387   29.268478
Co   -2.382738   -4.191928   25.935661
Co   -2.382738    0.521386   19.270027
Co    3.389871   -4.191928   15.937210
Co    3.389871    0.521388    9.271576
Co    9.162477   -4.191926    5.938759
Co    9.162477    0.521386   -0.726875
Co   14.935085   -4.191928   -4.059692
Co   14.935085    0.521388  -10.725327
Co   20.707690   -4.191924  -14.058144
Co   20.707690    0.521388  -20.723770
Co  -13.927955   -4.191927   25.935661
Co  -13.927955    0.521387   19.270027
Co   -8.155347   -4.191928   15.937210
Co   -8.155347    0.521388    9.271576
Co   -2.382738   -4.191926    5.938759
Co   -2.382738    0.521386   -0.726875
Co    3.389871   -4.191928   -4.059692
Co    3.389871    0.521388  -10.725327
Co    9.162477   -4.191926  -14.058144
Co    9.162477    0.521386  -20.723770
Co   14.935083   -4.191926  -24.056587
Co   14.935083    0.521390  -30.722221
Co  -19.700562   -4.191927   15.937210
Co  -19.700562    0.521389    9.271576
Co  -13.927955   -4.191926    5.938759
Co  -13.927955    0.521386   -0.726875
Co   -8.155347   -4.191928   -4.059692
Co   -8.155347    0.521388  -10.725327
Co   -2.382738   -4.191926  -14.058144
Co   -2.382738    0.521386  -20.723770
Co    3.389871   -4.191928  -24.056587
Co    3.389871    0.521388  -30.722221
Co    9.162475   -4.191924  -34.055038
Co  -25.473168   -4.191925    5.938759
Co  -25.473168    0.521387   -0.726875
Co  -19.700562   -4.191928   -4.059692
Co  -19.700562    0.521388  -10.725327
Co  -13.927955   -4.191926  -14.058144
Co  -13.927955    0.521386  -20.723770
Co   -8.155347   -4.191928  -24.056587
Co   -8.155347    0.521388  -30.722221
Co   -2.382738   -4.191926  -34.055038
Co  -31.245774   -4.191925   -4.059685
Co  -25.473165   -4.191924  -14.058144
Co  -19.700559   -4.191926  -24.056587
Co  -13.927951   -4.191924  -34.055038
